ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PNLP-0384","10","Ayudas por el sobrecoste energético a pacientes respiratorios crónicos que necesitan terapias respiratorias a domicilio.","2021-10-15","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0385","10","Instalación de ciclotrones en canarias.","2021-10-15","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0393","10","La asistencia personal, un servicio para la inclusión social.","2021-11-03","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0392","10","Medidas dirigidas a ayuntamientos.","2021-10-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0394","10","Envío de un mayor número de militares a la isla de la palma.","2021-11-04","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0395","10","La realización de prospecciones de petróleo y gas en aguas del sáhara y canarias.","2021-11-04","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0396","10","La limitación a la permanencia del alumnado de formación básica inicial en dicho periodo formativo.","2021-11-09","Cerrada","Urgencia","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0401","10","El acceso a los programas de los servicios sociosanitarios a las personas emigrantes y descendientes que se encuentran en situación de necesidad por razones de emergencia social, enfermedad o edad.","2021-11-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0402","10","La situación del sector pesquero de canarias.","2021-11-11","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0403","10","Para ratificar el compromiso con los derechos de las mujeres, la erradicación y rechazo de cualquier tipo de violencia machista, y combatir cualquier discurso negacionista que niegue la violencia de género o rechace las políticas públicas enfocadas a su total erradicación.","2021-11-11","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0397","10","Bebés robados a nivel estatal.","2021-11-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0398","10","Retirada de elementos de fibrocemento en los municipios de canarias.","2021-11-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0404","10","La creación de un destacamento permanente de la policía canaria en la isla lanzarote y en las demás islas no capitalinas.","2021-11-12","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0399","10","La tasas universitarias a personas estudiantes palmeras cuyas familias han sufrido las consecuencias de la crisis del volcán de cumbre vieja.","2021-11-10","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0400","10","Equiparación del colectivo de personas que prestan servicio de atención domiciliaria a otros de similares características.","2021-11-10","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0347","10","Estudio del impacto del incendio de arico.","2021-06-09","Cerrada","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0329","10","Actualización de la disposición adicional decimocuarta de la ley 19/1994, de 6 de julio, de modificación del régimen económico y fiscal de canarias.","2021-05-17","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0381","10","Para garantizar la accesibilidad en canarias.","2021-09-29","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0330","10","Estrategia de mejora de la atención a pacientes con trastornos de conducta alimentaria (tca) de canarias.","2021-05-19","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0331","10","Las cotizaciones de los autónomos.","2021-05-19","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0348","10","La ley de cadena alimentaria.","2021-06-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0349","10","Los problemas de salud mental en las personas jóvenes causados por la pandemia por covid-19.","2021-06-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0357","10","Estudio de nueva fiscalidad en el entorno rural.","2021-07-02","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0358","10","Intervención y prevención de incendios forestales.","2021-07-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0350","10","Normativa para el desarrollo de negocios de alquiler de autocaravanas.","2021-06-22","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0351","10","Ampliación del límite de edad para el alumnado de formación profesional adaptada y aumento de la oferta formativa en fuerteventura.","2021-06-22","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0342","10","Flexibilización de la devolución de las entregas a cuenta de la financiación autonómica 2020.","2021-06-01","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0405","10","El papel de los puertos canarios, los servicios aduaneros y paraduaneros.","2021-11-18","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0408","10","Modificación legislativa de la ley 9/2017 de contratos del sector público y de la ley 2/2015 de desindexación de la economía española.","2021-12-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0409","10","Transmisión íntegra y en directo, por parte de radiotelevisión canaria, de las sesiones de control al gobierno.","2021-12-03","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0410","10","Conformación de una pedanía para la isla de la graciosa.","2021-12-15","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0412","10","Modificación del plan rector de ordenación de la acuicultura en canarias.","2021-12-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0406","10","Medidas para dar respuesta inmediata a los residentes de la  isla de la palma afectados por la erupción volcánica en el acceso a la vivienda de alquiler.","2021-11-23","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0407","10","Apoyo a las fuerzas y cuerpos de seguridad del estado.","2021-11-30","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0411","10","Educación emocional y para la creatividad emocrea.","2021-12-21","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
