ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PNLP-0192","10","Creación de un archivo de los ex presidentes del gobierno de canarias durante la democracia.","2020-09-29","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0193","10","Los compromisos de cooperación de canarias con el pueblo saharaui y la protección de refugiados de tinduf.","2020-09-30","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0229","10","Macroencuesta específica violencia de género mujeres con discapacidad.","2020-11-30","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0231","10","Razas autóctonas.","2020-12-01","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0227","10","Las obras de reforma y modernización de los establecimientos turísticos hotel oliva beach y apartamentos oliva beach y el proceso de transferencia de las competencias en materia de costas.","2020-11-24","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0187","10","El diseño de las bases de un protocolo específico que permita la reanudación de las competiciones de lucha canaria de forma segura y con la mayor celeridad posible; la financiación de pruebas pcr a luchadores federados y escolares; así como la transmisión semanal en rtvc de un encuentro de lucha canaria.","2020-09-24","Cerrada","Ordinario","Retirada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0232","10","Creación del observatorio canario del deporte.","2020-12-15","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0233","10","Autonomía fiscal de las comunidades autónomas.","2020-12-15","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0173","10","Retorno joven y emigración juvenil.","2020-08-19","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0168","10","Plan de realización de test para la detección del covid-19 en canarias.","2020-07-17","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0172","10","Regulación del cannabis y cannabinoides para uso medicinal.","2020-07-29","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0190","10","Medidas urgentes de atención a la ciudadanía más vulnerable para cumplir con eficiencia el pacto del plan de reactivación social y económica de canarias.","2020-09-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0191","10","La defensa de la constitución de 1978, el respeto a las instituciones y especialmente a la figura del rey,  y la protección a los ciudadanos españoles ante cualquier intento desestabilizador.","2020-09-28","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0170","10","Listas de empleo para funcionarios interinos en los sectores de administración general y docente no universitario.","2020-07-21","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0183","10","Acciones para mejorar la adherencia a la práctica deportiva en edad escolar en canarias.","2020-09-18","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0184","10","Ampliación del catálogo de enfermedades detectables mediante el programa de cribado neonatal en el sistema sanitario público de canarias.","2020-09-18","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0185","10","El mantenimiento de la ficha financiera del posei.","2020-09-18","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
